"HM_GL_IN_OR_RISK_CAT_COUNT_ID","HM_GL_IN_OVERSIGHT_REPORTS_ID","RISK_CATEGORY","RISK_CATEGORY_COUNT"
22953070,2714040,"Inclusion/Exclusion ",1
22953072,2714040,"Investigational Prod",4
22953073,2714040,"Other",2
22953074,2714040,"Safety",3
22953075,2714040,"Site Qualifications",4
22968197,2714450,"Informed Consent Doc",1
22968194,2714450,"Alliance Partner/Ven",3
22968195,2714450,"Data",2
22968196,2714450,"Essential Documents",3
22968198,2714450,"Investigational Prod",1
22968199,2714450,"Other",2
22968200,2714450,"Safety",4
22968201,2714450,"Site Qualifications",1
22945125,2714487,"Informed Consent Doc",1
22945122,2714487,"Alliance Partner/Ven",1
22945123,2714487,"Data",4
22945124,2714487,"Essential Documents",1
22945126,2714487,"Investigational Prod",2
22945127,2714487,"Site Qualifications",2
22917324,2714204,"Informed Consent Doc",2
22917321,2714204,"Alliance Partner/Ven",1
22917322,2714204,"Data",3
22917323,2714204,"Essential Documents",2
22917325,2714204,"Investigational Prod",1
22917326,2714204,"Safety",2
22917327,2714204,"Site Qualifications",6
22927659,2712697,"Inclusion/Exclusion ",1
22907567,2714068,"Alliance Partner/Ven",1
22907568,2714068,"Data",3
22907569,2714068,"Essential Documents",1
22927657,2712697,"Data",1
22927658,2712697,"Essential Documents",2
22927660,2712697,"Investigational Prod",1
22927661,2712697,"Other",1
22927662,2712697,"Site Qualifications",3
22923074,2712699,"Informed Consent Doc",2
22960531,2712698,"Alliance Partner/Ven",2
22960532,2712698,"Data",2
22923071,2712699,"Alliance Partner/Ven",1
22923072,2712699,"Data",5
22923073,2712699,"Essential Documents",4
22923075,2712699,"Investigational Prod",1
22923076,2712699,"Other",3
22923077,2712699,"Site Qualifications",2
22931096,2712700,"Safety",1
22931093,2712700,"Data",1
22931094,2712700,"Inclusion/Exclusion ",2
22931095,2712700,"Investigational Prod",1
22919977,2712702,"Inclusion/Exclusion ",1
22912491,2712701,"Alliance Partner/Ven",2
22912492,2712701,"Data",1
22912493,2712701,"Investigational Prod",3
22919975,2712702,"Data",1
22919976,2712702,"Essential Documents",2
22919978,2712702,"Informed Consent Doc",2
22919979,2712702,"Investigational Prod",4
22919980,2712702,"Site Qualifications",1
22909761,2712703,"Investigational Prod",3
22909758,2712703,"Alliance Partner/Ven",4
22909759,2712703,"Data",1
22909760,2712703,"Essential Documents",2
22909762,2712703,"Site Qualifications",3
22914579,2712704,"Site Qualifications",1
22914576,2712704,"Essential Documents",7
22914577,2712704,"Investigational Prod",1
22914578,2712704,"Safety",3
22920833,2712705,"Alliance Partner/Ven",1
22920834,2712705,"Data",1
22920835,2712705,"Investigational Prod",1
22957241,2712709,"Safety",4
22960404,2712706,"Investigational Prod",1
22957237,2712709,"Alliance Partner/Ven",3
22957238,2712709,"Data",5
22957239,2712709,"Inclusion/Exclusion ",2
22957240,2712709,"Investigational Prod",3
22957242,2712709,"Site Qualifications",3
22923577,2712725,"Data",1
22923578,2712725,"Essential Documents",1
22923579,2712725,"Investigational Prod",1
22923580,2712725,"Safety",1
22923581,2712725,"Site Qualifications",2
22958673,2712727,"Investigational Prod",1
22914010,2712726,"Data",1
22914011,2712726,"Investigational Prod",3
22914012,2712726,"Site Qualifications",1
22958671,2712727,"Data",2
22958672,2712727,"Informed Consent Doc",1
22958674,2712727,"Safety",1
22958675,2712727,"Site Qualifications",2
22955089,2712728,"Alliance Partner/Ven",2
22955090,2712728,"Essential Documents",2
22955091,2712728,"Site Qualifications",2
22908095,2712730,"Essential Documents",3
22919540,2712729,"Essential Documents",2
22919541,2712729,"Investigational Prod",4
22919542,2712729,"Site Qualifications",5
22908093,2712730,"Alliance Partner/Ven",1
22908094,2712730,"Data",3
22908096,2712730,"Investigational Prod",2
22908097,2712730,"Other",1
22908098,2712730,"Site Qualifications",2
22953860,2712732,"Alliance Partner/Ven",1
22953861,2712732,"Data",4
22953862,2712732,"Informed Consent Doc",1
22953863,2712732,"Investigational Prod",3
22953864,2712732,"Safety",6
22953865,2712732,"Site Qualifications",4
22933899,2712733,"Data",2
22933900,2712733,"Essential Documents",1
22933901,2712733,"Informed Consent Doc",1
22933902,2712733,"Investigational Prod",1
22927472,2712734,"Informed Consent Doc",2
22909845,2712731,"Alliance Partner/Ven",2
22909846,2712731,"Essential Documents",1
22909847,2712731,"Site Qualifications",2
22927470,2712734,"Data",4
22927471,2712734,"Essential Documents",3
22927473,2712734,"Investigational Prod",5
22927474,2712734,"Other",2
22927475,2712734,"Safety",4
22927476,2712734,"Site Qualifications",4
22908591,2712735,"Investigational Prod",1
22908588,2712735,"Data",1
22908589,2712735,"Essential Documents",1
22908590,2712735,"Informed Consent Doc",2
22908592,2712735,"Site Qualifications",3
22949490,2712736,"Data",2
22949491,2712736,"Essential Documents",1
22949492,2712736,"Investigational Prod",1
22949493,2712736,"Site Qualifications",1
22930538,2712737,"Alliance Partner/Ven",1
22930539,2712737,"Data",1
22930540,2712737,"Essential Documents",3
22930541,2712737,"Investigational Prod",2
22930542,2712737,"Other",1
22930543,2712737,"Safety",2
22930544,2712737,"Site Qualifications",4
22941409,2713376,"Informed Consent Doc",1
22941406,2713376,"Alliance Partner/Ven",3
22941407,2713376,"Data",2
22941408,2713376,"Essential Documents",2
22941410,2713376,"Investigational Prod",2
22941411,2713376,"Other",1
22941412,2713376,"Safety",3
22935429,2713373,"Inclusion/Exclusion ",1
22935426,2713373,"Alliance Partner/Ven",2
22935427,2713373,"Data",3
22935428,2713373,"Essential Documents",4
22935430,2713373,"Investigational Prod",3
22935431,2713373,"Safety",3
22929701,2713374,"Data",3
22929702,2713374,"Essential Documents",3
22929703,2713374,"Informed Consent Doc",2
22929704,2713374,"Investigational Prod",3
22929705,2713374,"Other",1
22952763,2713375,"Informed Consent Doc",1
22952760,2713375,"Alliance Partner/Ven",2
22952761,2713375,"Data",3
22952762,2713375,"Essential Documents",2
22952764,2713375,"Investigational Prod",2
22952765,2713375,"Site Qualifications",1
22917073,2713377,"Investigational Prod",3
22917070,2713377,"Alliance Partner/Ven",2
22917071,2713377,"Data",3
22917072,2713377,"Essential Documents",3
22917074,2713377,"Safety",1
22917075,2713377,"Site Qualifications",1
22910711,2713390,"Data",2
22910712,2713390,"Essential Documents",2
22910713,2713390,"Inclusion/Exclusion ",1
22910714,2713390,"Investigational Prod",2
22910715,2713390,"Site Qualifications",4
22910716,2713390,"Subject Visits Revie",1
22926770,2713393,"Investigational Prod",1
22955897,2713392,"Essential Documents",1
22955898,2713392,"Safety",1
22926767,2713393,"Data",1
22926768,2713393,"Essential Documents",1
22926769,2713393,"Inclusion/Exclusion ",3
22926771,2713393,"Other",1
22926772,2713393,"Site Qualifications",1
22919636,2713394,"Site Qualifications",3
22919633,2713394,"Informed Consent Doc",1
22919634,2713394,"Investigational Prod",2
22919635,2713394,"Safety",3
22933766,2713395,"Investigational Prod",1
22923302,2713396,"Safety",3
22923299,2713396,"Data",2
22923300,2713396,"Essential Documents",1
22923301,2713396,"Investigational Prod",1
22923303,2713396,"Site Qualifications",1
22919624,2713397,"Alliance Partner/Ven",4
22919625,2713397,"Data",3
22919626,2713397,"Essential Documents",2
22919627,2713397,"Informed Consent Doc",2
22919628,2713397,"Investigational Prod",1
22919629,2713397,"Other",1
22919630,2713397,"Site Qualifications",4
22923990,2713398,"Data",5
22923991,2713398,"Essential Documents",3
22923992,2713398,"Inclusion/Exclusion ",2
22923993,2713398,"Informed Consent Doc",1
22923994,2713398,"Investigational Prod",6
22923995,2713398,"Other",2
22923996,2713398,"Safety",4
22923997,2713398,"Site Qualifications",3
22915551,2713399,"Investigational Prod",4
22915548,2713399,"Data",9
22915549,2713399,"Essential Documents",11
22915550,2713399,"Informed Consent Doc",2
22915552,2713399,"Site Qualifications",4
22935413,2713401,"Investigational Prod",1
22935414,2713401,"Site Qualifications",2
22933610,2713402,"Investigational Prod",2
22934100,2713400,"Data",1
22934101,2713400,"Essential Documents",1
22934102,2713400,"Site Qualifications",2
22933608,2713402,"Data",2
22933609,2713402,"Essential Documents",2
22933611,2713402,"Other",3
22933612,2713402,"Safety",3
22933613,2713402,"Site Qualifications",4
22926822,2712810,"Data",1
22926823,2712810,"Informed Consent Doc",1
22926824,2712810,"Investigational Prod",2
22926825,2712810,"Other",1
22926826,2712810,"Primary Objective(s)",1
22926827,2712810,"Site Qualifications",2
22918830,2712807,"Inclusion/Exclusion ",1
22918827,2712807,"Alliance Partner/Ven",4
22918828,2712807,"Data",6
22918829,2712807,"Essential Documents",4
22918831,2712807,"Investigational Prod",4
22918832,2712807,"Safety",4
22918833,2712807,"Site Qualifications",4
22925988,2712809,"Investigational Prod",1
22925985,2712809,"Data",1
22925986,2712809,"Essential Documents",1
22925987,2712809,"Inclusion/Exclusion ",1
22925989,2712809,"Safety",1
22925990,2712809,"Site Qualifications",2
22908210,2713422,"Alliance Partner/Ven",1
22908211,2713422,"Data",2
22908212,2713422,"Essential Documents",3
22908213,2713422,"Informed Consent Doc",1
22908214,2713422,"Safety",1
22927445,2713443,"Data",4
22927446,2713443,"Essential Documents",1
22927447,2713443,"Investigational Prod",1
22927448,2713443,"Site Qualifications",2
22926173,2712919,"Alliance Partner/Ven",2
22916157,2713441,"Site Qualifications",1
22924474,2713442,"Data",3
22924475,2713442,"Investigational Prod",1
22926174,2712919,"Other",1
22926175,2712919,"Site Qualifications",4
22930533,2713446,"Alliance Partner/Ven",1
22930534,2713446,"Data",1
22930535,2713446,"Essential Documents",1
22930536,2713446,"Investigational Prod",1
22930537,2713446,"Site Qualifications",1
22928157,2713448,"Other",1
22965317,2713447,"Data",1
22928153,2713448,"Data",1
22928154,2713448,"Essential Documents",3
22928155,2713448,"Inclusion/Exclusion ",1
22928156,2713448,"Informed Consent Doc",1
22934529,2712902,"Safety",1
22934526,2712902,"Data",3
22934527,2712902,"Essential Documents",2
22934528,2712902,"Investigational Prod",2
22934530,2712902,"Site Qualifications",1
22932820,2712903,"Informed Consent Doc",4
22932817,2712903,"Alliance Partner/Ven",5
22932818,2712903,"Data",7
22932819,2712903,"Essential Documents",3
22932821,2712903,"Investigational Prod",6
22932822,2712903,"Safety",1
22932823,2712903,"Site Qualifications",3
22930035,2712918,"Site Qualifications",2
22930032,2712918,"Inclusion/Exclusion ",1
22930033,2712918,"Investigational Prod",1
22930034,2712918,"Safety",1
22920756,2712920,"Data",5
22920757,2712920,"Informed Consent Doc",1
22920758,2712920,"Investigational Prod",3
22920759,2712920,"Safety",2
22920760,2712920,"Site Qualifications",1
22919969,2712921,"Alliance Partner/Ven",1
22919970,2712921,"Data",4
22919971,2712921,"Essential Documents",1
22919972,2712921,"Investigational Prod",2
22919973,2712921,"Safety",1
22919974,2712921,"Site Qualifications",2
22917692,2712922,"Data",1
22917693,2712922,"Inclusion/Exclusion ",1
22917694,2712922,"Informed Consent Doc",1
22917695,2712922,"Investigational Prod",2
22917696,2712922,"Safety",1
22917697,2712922,"Site Qualifications",2
22948421,2712928,"Data",2
22948422,2712928,"Essential Documents",6
22948423,2712928,"Investigational Prod",1
22948424,2712928,"Site Qualifications",2
22909875,2713474,"Alliance Partner/Ven",2
22909876,2713474,"Essential Documents",1
22909877,2713474,"Informed Consent Doc",1
22909878,2713474,"Investigational Prod",1
22909879,2713474,"Safety",1
22932341,2713885,"Other",1
22932338,2713885,"Data",2
22932339,2713885,"Essential Documents",5
22932340,2713885,"Investigational Prod",1
22932342,2713885,"Safety",1
22932343,2713885,"Site Qualifications",1
22910516,2713022,"Safety",1
22910513,2713022,"Data",1
22910514,2713022,"Essential Documents",3
22910515,2713022,"Other",2
22910517,2713022,"Site Qualifications",1
22926737,2713023,"Data",6
22926738,2713023,"Essential Documents",5
22926739,2713023,"Inclusion/Exclusion ",1
22926740,2713023,"Investigational Prod",2
22926741,2713023,"Site Qualifications",4
22920167,2713026,"Site Qualifications",1
22960363,2713027,"Alliance Partner/Ven",1
22960364,2713027,"Data",1
22960365,2713027,"Essential Documents",1
22960366,2713027,"Inclusion/Exclusion ",1
22960367,2713027,"Other",1
22960368,2713027,"Safety",1
22960369,2713027,"Site Qualifications",2
22919880,2713028,"Site Qualifications",3
22923348,2713498,"Essential Documents",1
22923349,2713498,"Investigational Prod",2
22923350,2713498,"Safety",1
22927703,2713499,"Data",1
22927704,2713499,"Essential Documents",1
22927705,2713499,"Investigational Prod",2
22927706,2713499,"Safety",2
22927707,2713499,"Site Qualifications",3
22926968,2713500,"Essential Documents",2
22940451,2713024,"Primary Objective(s)",1
22921165,2713025,"Site Qualifications",1
22930226,2713497,"Data",1
22930227,2713497,"Essential Documents",1
22930228,2713497,"Inclusion/Exclusion ",1
22930229,2713497,"Investigational Prod",4
22930230,2713497,"Site Qualifications",2
22926966,2713500,"Alliance Partner/Ven",2
22926967,2713500,"Data",4
22926969,2713500,"Investigational Prod",4
22926970,2713500,"Other",1
22926971,2713500,"Safety",4
22926972,2713500,"Site Qualifications",3
22930834,2713501,"Data",8
22930835,2713501,"Essential Documents",1
22930836,2713501,"Investigational Prod",1
22930837,2713501,"Site Qualifications",1
22919429,2713505,"Alliance Partner/Ven",1
22919430,2713505,"Data",4
22919431,2713505,"Essential Documents",2
22919432,2713505,"Inclusion/Exclusion ",1
22919433,2713505,"Investigational Prod",2
22919434,2713505,"Site Qualifications",6
22931388,2713507,"Essential Documents",1
22931389,2713507,"Investigational Prod",1
22918677,2713508,"Site Qualifications",3
22953477,2713509,"Site Qualifications",1
22920008,2713510,"Essential Documents",2
22951974,2714957,"Alliance Partner/Ven",2
22948794,2713502,"Data",3
22948795,2713502,"Essential Documents",1
22948796,2713502,"Other",1
22918675,2713508,"Data",3
22918676,2713508,"Investigational Prod",2
22951975,2714957,"Essential Documents",1
22951976,2714957,"Investigational Prod",1
22951977,2714957,"Safety",2
22932748,2713075,"Data",8
22932749,2713075,"Essential Documents",1
22932750,2713075,"Informed Consent Doc",1
22932751,2713075,"Investigational Prod",4
22932752,2713075,"Site Qualifications",3
22932765,2712540,"Inclusion/Exclusion ",1
22932766,2712540,"Informed Consent Doc",2
22932767,2712540,"Other",1
22944342,2712541,"Site Qualifications",1
22944339,2712541,"Alliance Partner/Ven",1
22944340,2712541,"Data",3
22944341,2712541,"Essential Documents",3
22919901,2713150,"Essential Documents",2
22959134,2713151,"Data",1
22959135,2713151,"Essential Documents",5
22959136,2713151,"Site Qualifications",2
22920751,2714955,"Alliance Partner/Ven",1
22920752,2714955,"Data",2
22920753,2714955,"Essential Documents",1
22920754,2714955,"Investigational Prod",2
22920755,2714955,"Site Qualifications",1
22914053,2714956,"Essential Documents",1
22914054,2714956,"Informed Consent Doc",1
22914055,2714956,"Safety",1
22914056,2714956,"Site Qualifications",6
22918808,2714958,"Data",4
22918809,2714958,"Site Qualifications",1
22949680,2714959,"Investigational Prod",1
22949677,2714959,"Essential Documents",3
22949678,2714959,"Inclusion/Exclusion ",1
22949679,2714959,"Informed Consent Doc",1
22949681,2714959,"Other",1
22949682,2714959,"Safety",2
22949683,2714959,"Site Qualifications",4
22938709,2714960,"Informed Consent Doc",2
22938706,2714960,"Alliance Partner/Ven",2
22938707,2714960,"Data",12
22938708,2714960,"Essential Documents",3
22938710,2714960,"Other",1
22938711,2714960,"Safety",3
22938712,2714960,"Site Qualifications",2
22957454,2714961,"Site Qualifications",2
22957451,2714961,"Data",4
22957452,2714961,"Essential Documents",6
22957453,2714961,"Safety",1
22954835,2714962,"Data",6
22954836,2714962,"Essential Documents",2
22954837,2714962,"Site Qualifications",4
22960645,2714963,"Data",3
22960646,2714963,"Essential Documents",3
22960647,2714963,"Inclusion/Exclusion ",1
22960648,2714963,"Informed Consent Doc",6
22960649,2714963,"Site Qualifications",5
22913634,2714979,"Safety",1
22913631,2714979,"Data",1
22913632,2714979,"Essential Documents",1
22913633,2714979,"Investigational Prod",1
22913635,2714979,"Site Qualifications",2
22952098,2714980,"Data",3
22952099,2714980,"Essential Documents",3
22952100,2714980,"Investigational Prod",1
22952101,2714980,"Safety",2
22941463,2714981,"Alliance Partner/Ven",2
22941464,2714981,"Data",3
22941465,2714981,"Essential Documents",8
22941466,2714981,"Safety",1
22941467,2714981,"Site Qualifications",1
22929717,2714983,"Investigational Prod",2
22915525,2714984,"Other",1
22915526,2714984,"Safety",2
22920098,2714933,"Inclusion/Exclusion ",2
22953965,2714934,"Data",2
22953966,2714934,"Essential Documents",1
22953967,2714934,"Investigational Prod",1
22953968,2714934,"Safety",1
22953969,2714934,"Site Qualifications",1
22933123,2714935,"Alliance Partner/Ven",3
22933124,2714935,"Data",7
22933125,2714935,"Essential Documents",4
22933126,2714935,"Inclusion/Exclusion ",2
22933127,2714935,"Informed Consent Doc",1
22933128,2714935,"Investigational Prod",3
22933129,2714935,"Other",2
22933130,2714935,"Safety",3
22933131,2714935,"Site Qualifications",1
22932322,2714936,"Data",2
22932323,2714936,"Inclusion/Exclusion ",4
22932324,2714936,"Informed Consent Doc",2
22932325,2714936,"Other",1
22932326,2714936,"Safety",1
22932327,2714936,"Site Qualifications",1
22949866,2714937,"Safety",1
22929718,2714983,"Safety",1
22949864,2714937,"Data",2
22949865,2714937,"Essential Documents",1
22949867,2714937,"Site Qualifications",3
22970098,2714780,"Essential Documents",1
22970099,2714780,"Investigational Prod",1
22970100,2714780,"Site Qualifications",6
22953435,2714818,"Inclusion/Exclusion ",2
22909823,2714678,"Data",3
22909824,2714678,"Essential Documents",1
22909825,2714678,"Site Qualifications",3
22930399,2714679,"Data",6
22930400,2714679,"Essential Documents",3
22930401,2714679,"Investigational Prod",3
22930402,2714679,"Safety",1
22930403,2714679,"Site Qualifications",2
22966297,2714940,"Informed Consent Doc",1
22969152,2714781,"Data",2
22969153,2714781,"Safety",1
22966294,2714940,"Alliance Partner/Ven",1
22966295,2714940,"Data",2
22966296,2714940,"Essential Documents",1
22966298,2714940,"Investigational Prod",2
22966299,2714940,"Safety",1
22966300,2714940,"Site Qualifications",4
22950641,2714941,"Essential Documents",1
