"HM_STUDY_ID","PROTOCOL_ID","PFIZER_PROTOCOL_ID","DEVELOPMENT_PHASE","STUDY_STATUS_CURRENT","STUDY_THERAPEUTIC_AREA","STUDY_TYPE","YN_STUDY_CLOSED","CCS_CLINICAL_PLACEMENT","TOT_SUBJ_ENTERED_STUDY","EARLIEST_FSFV_FROM_SUBJECTS","EARLIEST_FSFV_FROM_SITES","EARLIEST_FSFV_FROM_MILESTONES","LATEST_LSLV_FROM_SITES","PLANNED_LSLV","ACTUAL_LSLV","ACTIVE_PATIENT_COUNT","YN_EXCLUDED","EXCLUDED_REASON","YN_VISUALIZE","ETL_COMMENTS","YN_PD_EXCLUDED","PD_EXCLUDED_REASON","YN_SAE_EXCLUDED","SAE_EXCLUDED_REASON","YN_RT_EXCLUDED","RT_EXCLUDED_REASON","YN_TL_EXCLUDED","TL_EXCLUDED_REASON"
25541,"A4091058","A4091058","PHASE III","COMPLETED","PAIN","INTERVENTIONAL","Y",NA,3021,2015-07-21,2015-07-21,2015-07-21,2019-02-27,2019-09-05,2019-09-05,3048,"N",NA,"N","V_RATIO:.008937437934; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
16378,"A8081001","A8081001","PHASE I","ONGOING","ONCOLOGY","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",600,2001-07-31,2006-04-19,2006-04-19,NA,2006-04-19,2006-04-19,597,"N",NA,"Y","V_RATIO:.005; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26978,"A6791040","A6791040","PHASE IV","COMPLETED","GENITOURINARY (SEXUAL HEALTH)","INTERVENTIONAL","Y",NA,169,2017-08-23,2017-08-23,2017-08-23,2018-12-07,2019-06-12,2019-06-12,169,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
21766,"B2151002","B2151002","PHASE I","ONGOING","ONCOLOGY","INTERVENTIONAL","N","EXTERNAL - PLANNED",110,2013-09-10,2013-09-10,2013-09-10,NA,2015-05-15,2015-05-15,110,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
17830,"A8851008","A8851008","PHASE III","COMPLETED","INFECTIOUS DISEASES","INTERVENTIONAL","Y",NA,70,2009-02-27,2009-02-27,2009-02-27,2018-02-14,2018-09-07,2019-03-19,70,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26130,"B0661037","B0661037","PHASE IV","ONGOING","CARDIOVASCULAR","INTERVENTIONAL","N",NA,182,2015-11-22,2015-11-22,2015-11-22,NA,2017-02-17,2017-02-17,192,"N",NA,"Y","V_RATIO:.054945054945; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26148,"B1481045","B1481045","PHASE III","COMPLETED","CARDIOVASCULAR","INTERVENTIONAL","Y",NA,750,2014-10-28,2014-10-28,2014-10-28,2017-07-10,2017-11-13,2018-03-02,742,"N",NA,"N","V_RATIO:.010666666667; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26819,"B5061002","B5061002","PHASE III","COMPLETED","PAIN","INTERVENTIONAL","Y",NA,290,NA,2016-12-06,2016-12-06,2017-12-06,2018-06-06,2018-10-10,290,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99336,"B7451029","B7451029","PHASE III","ONGOING","INFLAMMATION","INTERVENTIONAL","N",NA,748,2018-10-29,2018-10-29,NA,NA,2019-07-16,2019-07-16,840,"N",NA,"Y","V_RATIO:.122994652406; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99219,"B9991027","B9991027","PHASE II","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,59,2018-05-02,2018-05-02,NA,NA,2019-03-07,2019-03-07,61,"N",NA,"Y","V_RATIO:.033898305085; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27595,"B7921009","B7921009","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",6,2017-12-12,2017-12-12,NA,2018-03-02,2019-07-02,2019-07-02,6,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99211,"C3651002","C3651002","PHASE I","ONGOING","METABOLIC DISEASE","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",8,2019-07-08,2019-07-08,NA,NA,2019-07-24,2019-07-24,8,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26345,"B1371013","B1371013","PHASE II","COMPLETED","ONCOLOGY","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",21,2014-10-06,2014-10-06,2014-10-06,2018-01-31,2018-03-05,2018-06-11,21,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26642,"B5091008","B5091008","PHASE III","COMPLETED","VACCINES","INTERVENTIONAL","N","EXTERNAL - PLANNED",1317,2018-07-31,2018-07-31,2018-07-31,2019-08-06,2019-08-06,2019-08-06,1317,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26661,"B1641004","B1641004","PHASE I","TERMINATED","ONCOLOGY","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",24,2015-05-26,2015-05-26,2015-05-26,2017-10-10,2018-07-13,2018-07-13,24,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27858,"MDV3800-06","C3441006","PHASE IIA","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,89,2017-01-24,2017-07-04,NA,NA,2019-04-18,2019-04-18,46,"N",NA,"Y","V_RATIO:.483146067416; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
24738,"A1481307","A1481307","PHASE IV","COMPLETED","CARDIOVASCULAR","INTERVENTIONAL","Y",NA,7,NA,2012-11-19,2012-11-19,2019-03-01,2019-03-01,2019-03-01,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
27978,"B9991025","B9991025","PHASE II","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,212,2017-10-19,2017-10-19,NA,NA,2019-02-13,2019-02-13,224,"N",NA,"Y","V_RATIO:.056603773585; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
24491,"FX1B-303","B3461026","PHASE III","ONGOING","NEUROSCIENCE (NEUROLOGY)","INTERVENTIONAL","N","EXTERNAL - PLANNED",31,NA,2009-09-22,2009-09-22,NA,2009-09-22,2009-09-22,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
27600,"C0251002","C0251002","PHASE II","ONGOING","IMMUNOLOGY","INTERVENTIONAL","N",NA,20,2018-01-23,2018-01-23,NA,NA,2019-01-07,2019-01-07,31,"N",NA,"Y","V_RATIO:.55; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
20721,"3082B2-313","B1831001","PHASE III","COMPLETED","HEMATOLOGY","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",66,2007-12-10,2007-12-11,2007-12-11,2018-04-18,2018-09-20,2018-09-20,66,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
25520,"B5201006","B5201006","PHASE I","COMPLETED","HEMATOLOGY","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",16,2016-09-21,2016-09-21,2016-09-21,2017-03-23,2017-11-15,2017-11-15,16,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27398,"C1171002","C1171002","PHASE II","COMPLETED","METABOLIC DISEASE","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",305,2017-08-22,2017-08-22,NA,2019-03-27,2019-10-14,2019-10-14,305,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
18114,"A3051073","A3051073","PHASE IV","COMPLETED","NEUROSCIENCE (PSYCHIATRY)","INTERVENTIONAL","Y",NA,312,2011-04-26,2011-04-26,2011-04-26,2018-01-18,2018-06-26,2018-08-20,310,"N",NA,"N","V_RATIO:.00641025641; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26968,"B5061004","B5061004","PHASE III","COMPLETED","PAIN","INTERVENTIONAL","Y",NA,123,NA,2016-08-31,2016-08-31,2017-02-01,2017-10-08,2017-10-08,123,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99625,"C3881001","C3881001","PHASE I","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,15,2018-10-10,2018-10-04,NA,NA,2018-10-04,2018-10-04,13,"N",NA,"Y","V_RATIO:.133333333333; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99123,"B7451012","B7451012","PHASE III","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y",NA,387,2017-12-07,2017-12-07,NA,2019-03-26,2019-08-27,2019-08-27,387,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99815,"B4741005","B4741005","PHASE IV","COMPLETED","PAIN","INTERVENTIONAL","N","EXTERNAL - PLANNED",60,NA,2019-03-26,NA,2019-06-28,2019-08-28,2019-08-28,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
27648,"C3291001","C3291001","PHASE II","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",40,2017-07-31,2017-07-31,NA,2018-05-04,2019-01-04,2019-01-04,40,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27921,"C3441020","C3441020","PHASE II","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,30,2018-08-27,2018-08-27,NA,NA,2019-04-22,2019-04-22,53,"N",NA,"Y","V_RATIO:.766666666667; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
99772,"B7981032","B7981032","PHASE III","ONGOING","INFLAMMATION","INTERVENTIONAL","N",NA,8,2019-07-18,2019-07-18,NA,NA,2019-07-18,2019-07-18,8,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27325,"B8271004","B8271004","PHASE I","COMPLETED","NEUROSCIENCE (NEUROLOGY)","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",46,NA,2016-06-13,2016-06-13,2017-01-05,2018-01-05,2018-01-05,46,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27444,"B7871005","B7871005","PHASE I","COMPLETED","CARDIOVASCULAR","INTERVENTIONAL","Y","PFIZER CRU AND EXTERNAL - CONFIRMED",24,2016-08-24,2016-08-24,NA,2017-04-12,2017-10-18,2017-10-17,32,"N",NA,"N","V_RATIO:.333333333333; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
25510,"B0661025","B0661025","PHASE IV","COMPLETED","CARDIOVASCULAR","INTERVENTIONAL","Y",NA,1500,2014-07-14,2014-07-14,2014-07-14,2017-02-08,2017-07-19,2017-07-19,1500,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
25845,"B7431005","B7431005","PHASE II","COMPLETED","NEUROSCIENCE (PSYCHIATRY)","INTERVENTIONAL","Y","EXTERNAL - PLANNED",7,2015-12-16,2015-12-16,2015-12-16,2017-02-07,2017-07-31,2017-07-31,7,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26510,"A5481042","A5481042","PHASE I","COMPLETED","ONCOLOGY","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",32,2017-12-14,2017-12-14,2017-12-14,2018-04-03,2018-09-04,2018-09-04,32,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
16659,"A0081105","A0081105","PHASE III","COMPLETED","NEUROSCIENCE (NEUROLOGY)","INTERVENTIONAL","N",NA,219,2013-04-03,2013-04-03,2013-04-03,2019-02-20,2019-07-12,2019-07-12,229,"N",NA,"N","V_RATIO:.045662100457; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99259,"C3651001","C3651001","PHASE I","COMPLETED","METABOLIC DISEASE","INTERVENTIONAL","N","NEW HAVEN CRU - CONFIRMED",63,2018-07-30,2018-07-30,NA,2019-09-18,2019-09-18,2019-09-18,63,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27556,"C1171010","C1171010","PHASE I","COMPLETED","METABOLIC DISEASE","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",6,2018-04-18,2018-04-18,NA,2018-06-13,2019-04-04,2019-04-04,9,"N",NA,"N","V_RATIO:.5; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
27952,"C3571001","C3571001","PHASE II","COMPLETED","VACCINES","INTERVENTIONAL","N",NA,511,2017-10-12,2017-10-12,NA,2019-05-24,2019-07-04,2019-07-04,511,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99194,"B7451020","B7451020","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",24,2018-10-01,2018-10-01,NA,2019-04-30,2019-09-30,2019-09-30,24,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
100008,"B7451043","B7451043","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","N","NEW HAVEN CRU - CONFIRMED",12,2019-05-21,2019-05-21,NA,2019-07-26,2019-07-26,2019-07-26,12,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99449,"A5481091","A5481091","PHASE I","COMPLETED","ONCOLOGY","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",12,2017-07-21,2017-07-21,NA,2017-09-26,2018-03-08,2018-03-08,12,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
25897,"B7391003","B7391003","PHASE III","COMPLETED","ONCOLOGY","INTERVENTIONAL","Y",NA,719,2015-04-20,2015-04-20,2015-04-20,2017-12-22,2018-04-30,2018-06-29,720,"N",NA,"N","V_RATIO:.001390820584; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26239,"B1521045","B1521045","PHASE III","COMPLETED","METABOLIC DISEASE","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",506,2016-01-21,2016-01-22,2016-01-22,2017-12-27,2018-06-27,2018-06-21,506,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26041,"B4531015","B4531015","PHASE IV","TERMINATED","PAIN","INTERVENTIONAL","Y",NA,32,2016-01-21,2016-01-21,2016-01-21,2018-01-24,2018-07-09,2018-07-08,32,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27999,"A9001500","A9001500","N/A (NOT APPLICABLE)","COMPLETED","GASTROINTESTINAL","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",12,2017-06-16,2017-06-16,NA,2017-09-06,2018-12-13,2018-12-13,12,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27585,"C1131001","C1131001","PHASE I","ONGOING","IMMUNOLOGY","INTERVENTIONAL","N",NA,38,2017-11-17,2017-11-17,NA,NA,2019-05-23,2019-05-23,51,"N",NA,"Y","V_RATIO:.342105263158; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
27244,"A9001493","A9001493","PHASE I","COMPLETED","NEUROSCIENCE (NEUROLOGY)","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",7,2016-11-16,2016-11-16,2016-11-16,2017-03-10,2017-10-18,2017-10-18,7,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26772,"B7581002","B7581002","PHASE IIA","ONGOING","INFLAMMATION","INTERVENTIONAL","N","EXTERNAL - PLANNED",13,2017-12-20,2017-12-20,2017-12-20,NA,2017-12-20,2017-12-20,14,"N",NA,"Y","V_RATIO:.076923076923; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
25760,"B7471001","B7471001","PHASE I","COMPLETED","VACCINES","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",66,2016-11-03,2016-11-03,2016-11-03,2017-08-01,2017-12-19,2017-12-19,66,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
22197,"B1971035","B1971035","PHASE II","ONGOING","VACCINES","INTERVENTIONAL","N",NA,398,2015-08-31,2015-08-31,2015-08-31,NA,2018-02-19,2018-08-03,399,"N",NA,"Y","V_RATIO:.002512562814; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
21967,"6108A1-800","B1971032","N/A (NOT APPLICABLE)","COMPLETED","VACCINES","INTERVENTIONAL","Y",NA,955,2002-08-22,2006-08-22,2006-08-22,2017-12-14,2017-12-14,2017-12-14,453,"N",NA,"N","V_RATIO:.525654450262; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
15029,"A0081042","A0081042","PHASE III","COMPLETED","NEUROSCIENCE (NEUROLOGY)","INTERVENTIONAL","Y",NA,175,2014-09-16,2014-09-16,2014-09-16,2018-03-13,2018-07-18,2018-08-22,177,"N",NA,"N","V_RATIO:.011428571429; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
24599,"A3921145","A3921145","PHASE III","ONGOING","INFLAMMATION","INTERVENTIONAL","N",NA,224,2013-03-18,2013-03-18,2013-03-18,NA,2017-09-25,2017-09-25,228,"N",NA,"Y","V_RATIO:.017857142857; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
24436,"A6181202","A6181202","PHASE IV","COMPLETED","ONCOLOGY","INTERVENTIONAL","N",NA,106,2012-06-06,2012-06-06,2012-06-06,2018-07-26,2018-12-14,2018-12-14,106,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26109,"A3921234","A3921234","PHASE III","ONGOING","IMMUNOLOGY","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",23,2018-08-09,2018-08-10,2018-08-10,NA,2019-06-27,2019-06-27,93,"N",NA,"Y","V_RATIO:3.04347826087; SD00:Subject data control check passed. Active Patient Count > Subject Entered Study Count","N",NA,"N",NA,"N",NA,"N",NA
99970,"B7931030","B7931030","PHASE IIB","ONGOING","INFLAMMATION","INTERVENTIONAL","N",NA,11,2019-06-12,2019-06-13,NA,NA,2019-06-13,2019-06-13,69,"N",NA,"Y","V_RATIO:5.272727272727; SD00:Subject data control check passed. Active Patient Count > Subject Entered Study Count","N",NA,"N",NA,"N",NA,"N",NA
26641,"B5091007","B5091007","PHASE III","ONGOING","VACCINES","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",17525,2017-03-29,2017-03-29,2017-03-29,NA,2017-10-11,2017-10-11,17588,"N",NA,"Y","V_RATIO:.003594864479; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
25752,"B1761026","B1761026","PHASE IV","COMPLETED","ONCOLOGY","INTERVENTIONAL","Y",NA,331,2014-12-18,2014-12-27,2014-12-27,2017-12-04,2018-05-08,2018-05-25,331,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26719,"B8001002","B8001002","PHASE I","COMPLETED","NEUROSCIENCE (PSYCHIATRY)","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",97,2016-03-28,2016-03-28,2016-03-28,2017-01-12,2018-01-11,2018-01-11,97,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27633,"B8271007","B8271007","PHASE I","COMPLETED","NEUROSCIENCE (NEUROLOGY)","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",12,2017-04-18,2017-04-18,NA,2017-07-11,2018-03-27,2018-03-27,12,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27306,"B1371023","B1371023","PHASE I","COMPLETED","ONCOLOGY","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",36,2017-06-09,2017-06-09,2017-06-09,2017-10-16,2018-01-03,2018-01-03,36,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27201,"C1061002","C1061002","PHASE I","COMPLETED","METABOLIC DISEASE","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",62,2017-01-30,2017-01-30,NA,2017-07-28,NA,NA,62,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26677,"B3461054","B3461054","PHASE I","COMPLETED","NEUROSCIENCE (NEUROLOGY)","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",18,2017-09-29,2017-09-29,2017-09-29,2018-02-23,2018-07-23,2018-07-23,18,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27099,"B1851172","B1851172","PHASE III","COMPLETED","VACCINES","INTERVENTIONAL","Y",NA,206,2018-07-12,2018-07-12,NA,2018-11-16,NA,NA,206,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99513,"B1761031","B1761031","PHASE IV","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,6,2019-07-03,2019-07-03,NA,NA,2019-07-03,2019-07-03,10,"N",NA,"Y","V_RATIO:.666666666667; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
